path,fname,split_official,label,cls,is_mp3
data/for-2seconds\training\fake\file15087.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15087.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15090.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15090.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15100.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15100.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15122.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15122.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15132.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15132.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15139.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15139.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15140.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15140.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15141.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15141.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,0
data/for-2seconds\training\fake\file15143.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15143.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15145.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15145.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15149.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15149.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15153.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15153.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15158.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15158.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15162.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15162.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15167.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15167.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file1517.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file1517.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15170.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15170.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15175.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15175.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15184.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15184.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15186.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15186.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15188.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15188.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,0
data/for-2seconds\training\fake\file15191.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15191.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15200.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15200.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,0
data/for-2seconds\training\fake\file15204.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15204.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15205.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15205.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15207.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15207.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15211.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15211.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15217.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15217.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15218.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15218.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15224.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15224.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15228.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15228.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15231.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15231.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15234.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15234.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file1524.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file1524.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15248.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15248.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15249.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15249.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15251.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15251.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,0
data/for-2seconds\training\fake\file15252.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15252.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15275.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15275.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15280.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15280.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15281.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15281.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,0
data/for-2seconds\training\fake\file15284.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15284.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15286.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15286.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15289.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15289.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,0
data/for-2seconds\training\fake\file15297.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15297.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15305.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15305.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15306.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15306.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15316.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15316.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,0
data/for-2seconds\training\fake\file15317.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15317.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15327.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15327.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15328.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15328.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file1533.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file1533.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15335.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15335.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15348.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15348.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file1535.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file1535.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15352.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15352.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15353.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15353.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15355.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15355.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15367.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15367.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15368.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15368.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file1537.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file1537.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15377.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15377.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file1538.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file1538.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15396.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15396.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15397.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15397.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15405.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15405.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15415.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15415.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15417.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15417.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15418.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15418.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15426.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15426.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15429.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15429.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15438.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15438.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15439.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15439.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file1544.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file1544.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15451.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15451.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15458.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15458.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file1546.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file1546.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15461.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15461.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15463.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15463.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,0
data/for-2seconds\training\fake\file15466.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15466.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15468.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15468.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file1547.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file1547.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,0
data/for-2seconds\training\fake\file15471.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15471.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15476.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15476.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15477.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15477.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file1548.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file1548.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15482.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15482.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15490.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15490.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15491.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15491.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15494.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15494.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file155.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file155.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,0
data/for-2seconds\training\fake\file15503.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15503.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15512.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15512.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15513.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15513.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15514.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15514.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15515.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15515.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15523.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15523.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15524.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15524.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15526.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15526.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15530.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15530.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15536.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15536.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15538.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15538.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15543.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15543.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15551.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15551.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15563.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15563.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15565.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15565.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15567.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15567.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15577.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15577.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15583.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15583.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15585.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15585.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,0
data/for-2seconds\training\fake\file15590.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15590.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15595.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15595.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15606.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15606.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15607.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15607.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15609.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15609.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15612.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15612.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15614.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15614.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,0
data/for-2seconds\training\fake\file15618.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15618.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15622.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15622.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15624.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15624.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15632.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15632.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15635.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15635.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15638.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15638.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15644.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15644.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15646.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15646.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15650.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15650.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15655.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15655.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15657.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15657.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15660.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15660.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file1567.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file1567.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
data/for-2seconds\training\fake\file15670.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,file15670.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,training,1,fake,1
